row,id,condition,split,author,judge_agrees,p_distressed
84,p2_0085,neutral,train,claude,1,0.0043
85,p2_0086,distressed,train,claude,1,0.9999
86,p2_0087,frustrated,train,claude,1,0.9993
87,p2_0088,neutral,train,claude,1,0.0010
88,p2_0089,distressed,train,claude,1,0.9999
89,p2_0090,frustrated,train,claude,1,0.9728
90,p2_0091,neutral,train,claude,1,0.0314
91,p2_0092,distressed,train,claude,1,1.0000
92,p2_0093,frustrated,train,claude,1,0.9997
93,p2_0094,neutral,val,claude,1,0.0031
94,p2_0095,distressed,val,claude,1,1.0000
95,p2_0096,frustrated,val,claude,1,0.9998
96,p2_0097,neutral,val,claude,1,0.0046
97,p2_0098,distressed,val,claude,1,1.0000
98,p2_0099,frustrated,val,claude,1,0.9999
99,p2_0100,neutral,train,claude,1,0.0020
100,p2_0101,distressed,train,claude,1,0.9767
101,p2_0102,frustrated,train,claude,1,0.9984
102,p2_0103,neutral,val,claude,1,0.0034
103,p2_0104,distressed,val,claude,1,0.9999
104,p2_0105,frustrated,val,claude,1,0.9837
105,p2_0106,neutral,train,claude,1,0.0031
106,p2_0107,distressed,train,claude,1,0.9997
107,p2_0108,frustrated,train,claude,1,0.3652
108,p2_0109,neutral,train,claude,1,0.0095
109,p2_0110,distressed,train,claude,0,0.9663
110,p2_0111,frustrated,train,claude,1,0.9998
111,p2_0112,neutral,train,claude,1,0.0088
112,p2_0113,distressed,train,claude,0,0.9495
113,p2_0114,frustrated,train,claude,1,0.9989
114,p2_0115,neutral,train,claude,1,0.0039
115,p2_0116,distressed,train,claude,1,0.9995
116,p2_0117,frustrated,train,claude,1,0.9984
117,p2_0118,neutral,train,claude,1,0.0043
118,p2_0119,distressed,train,claude,1,0.9996
119,p2_0120,frustrated,train,claude,1,0.8853
120,p2_0121,neutral,train,claude,1,0.0055
121,p2_0122,distressed,train,claude,1,0.9999
122,p2_0123,frustrated,train,claude,1,0.9121
123,p2_0124,neutral,train,claude,1,0.0061
124,p2_0125,distressed,train,claude,1,0.9978
125,p2_0126,frustrated,train,claude,1,0.8490
126,p2_0127,neutral,val,claude,1,0.0112
127,p2_0128,distressed,val,claude,1,0.9983
128,p2_0129,frustrated,val,claude,1,0.9862
129,p2_0130,neutral,train,claude,1,0.0073
130,p2_0131,distressed,train,claude,1,0.9774
131,p2_0132,frustrated,train,claude,1,0.9985
132,p2_0133,neutral,train,claude,1,0.0034
133,p2_0134,distressed,train,claude,1,0.9965
134,p2_0135,frustrated,train,claude,1,0.7395
135,p2_0136,neutral,train,claude,1,0.0015
136,p2_0137,distressed,train,claude,1,0.9997
137,p2_0138,frustrated,train,claude,1,0.9467
138,p2_0139,neutral,train,claude,1,0.0004
139,p2_0140,distressed,train,claude,1,0.9968
140,p2_0141,frustrated,train,claude,1,0.9080
141,p2_0142,neutral,train,claude,1,0.0250
142,p2_0143,distressed,train,claude,1,0.9329
143,p2_0144,frustrated,train,claude,1,0.9878
144,p2_0145,neutral,train,claude,1,0.0067
145,p2_0146,distressed,train,claude,1,0.9976
146,p2_0147,frustrated,train,claude,1,1.0000
147,p2_0148,neutral,train,claude,1,0.0112
148,p2_0149,distressed,train,claude,1,0.9999
149,p2_0150,frustrated,train,claude,1,0.9963
150,p2_0151,neutral,val,claude,1,0.0102
151,p2_0152,distressed,val,claude,1,0.2649
152,p2_0153,frustrated,val,claude,1,0.8189
153,p2_0154,neutral,train,claude,1,0.0405
154,p2_0155,distressed,train,claude,1,0.9999
155,p2_0156,frustrated,train,claude,1,0.7953
156,p2_0157,neutral,val,claude,1,0.0048
157,p2_0158,distressed,val,claude,1,0.9918
158,p2_0159,frustrated,val,claude,1,0.6958
159,p2_0160,neutral,train,claude,1,0.0618
160,p2_0161,distressed,train,claude,1,0.9999
161,p2_0162,frustrated,train,claude,1,0.9879
162,p2_0163,neutral,train,claude,1,0.0038
163,p2_0164,distressed,train,claude,1,0.9972
164,p2_0165,frustrated,train,claude,1,0.8847
165,p2_0166,neutral,train,claude,1,0.0750
166,p2_0167,distressed,train,claude,1,0.9789
167,p2_0168,frustrated,train,claude,1,0.9991
168,p2_0169,neutral,train,claude,1,0.0250
169,p2_0170,distressed,train,claude,1,0.9997
170,p2_0171,frustrated,train,claude,1,0.3744
171,p2_0172,neutral,train,claude,1,0.0120
172,p2_0173,distressed,train,claude,1,0.9997
173,p2_0174,frustrated,train,claude,1,0.9764
174,p2_0175,neutral,train,claude,1,0.0135
175,p2_0176,distressed,train,claude,1,1.0000
176,p2_0177,frustrated,train,claude,1,0.9990
177,p2_0178,neutral,train,claude,1,0.1296
178,p2_0179,distressed,train,claude,1,0.9968
179,p2_0180,frustrated,train,claude,1,0.9792
180,p2_0181,neutral,train,claude,1,0.0125
181,p2_0182,distressed,train,claude,1,1.0000
182,p2_0183,frustrated,train,claude,1,0.9906
183,p2_0184,neutral,val,claude,1,0.0168
184,p2_0185,distressed,val,claude,1,0.9977
185,p2_0186,frustrated,val,claude,0,0.7998
186,p2_0187,neutral,train,claude,1,0.1132
187,p2_0188,distressed,train,claude,0,0.9464
188,p2_0189,frustrated,train,claude,1,0.9993
189,p2_0190,neutral,train,claude,1,0.0816
190,p2_0191,distressed,train,claude,1,0.9999
191,p2_0192,frustrated,train,claude,1,0.7009
192,p2_0193,neutral,train,claude,1,0.0142
193,p2_0194,distressed,train,claude,1,1.0000
194,p2_0195,frustrated,train,claude,1,0.9978
195,p2_0196,neutral,val,claude,1,0.0614
196,p2_0197,distressed,val,claude,1,0.9975
197,p2_0198,frustrated,val,claude,1,0.9964
198,p2_0199,neutral,train,claude,1,0.1819
199,p2_0200,distressed,train,claude,1,0.9526
200,p2_0201,frustrated,train,claude,1,0.9785
201,p2_0202,neutral,train,claude,1,0.0742
202,p2_0203,distressed,train,claude,0,0.9984
203,p2_0204,frustrated,train,claude,1,0.8701
204,p2_0205,neutral,train,claude,1,0.0025
205,p2_0206,distressed,train,claude,1,0.9999
206,p2_0207,frustrated,train,claude,1,0.9997
207,p2_0208,neutral,train,claude,1,0.0250
208,p2_0209,distressed,train,claude,1,0.9630
209,p2_0210,frustrated,train,claude,1,0.9994
210,p2_0211,neutral,train,claude,1,0.1289
211,p2_0212,distressed,train,claude,0,0.9972
212,p2_0213,frustrated,train,claude,1,1.0000
213,p2_0214,neutral,train,claude,1,0.0475
214,p2_0215,distressed,train,claude,1,0.9993
215,p2_0216,frustrated,train,claude,1,0.9999
216,p2_0217,neutral,train,claude,1,0.2628
217,p2_0218,distressed,train,claude,1,1.0000
218,p2_0219,frustrated,train,claude,1,0.9861
219,p2_0220,neutral,train,claude,1,0.0149
220,p2_0221,distressed,train,claude,1,0.9998
221,p2_0222,frustrated,train,claude,1,0.7798
222,p2_0223,neutral,val,claude,1,0.0360
223,p2_0224,distressed,val,claude,1,0.9870
224,p2_0225,frustrated,val,claude,1,0.9811
225,p2_0226,neutral,train,claude,1,0.0035
226,p2_0227,distressed,train,claude,0,0.9659
227,p2_0228,frustrated,train,claude,1,0.9999
228,p2_0229,neutral,train,claude,1,0.0033
229,p2_0230,distressed,train,claude,1,1.0000
230,p2_0231,frustrated,train,claude,1,1.0000
231,p2_0232,neutral,train,claude,1,0.0163
232,p2_0233,distressed,train,claude,1,0.9996
233,p2_0234,frustrated,train,claude,1,0.9794
234,p2_0235,neutral,train,claude,1,0.0074
235,p2_0236,distressed,train,claude,1,1.0000
236,p2_0237,frustrated,train,claude,1,0.9974
237,p2_0238,neutral,train,claude,1,0.0302
238,p2_0239,distressed,train,claude,1,0.9998
239,p2_0240,frustrated,train,claude,1,1.0000
240,p2_0241,neutral,val,claude,1,0.0101
241,p2_0242,distressed,val,claude,1,1.0000
242,p2_0243,frustrated,val,claude,1,0.9975
243,p2_0244,neutral,train,claude,1,0.0031
244,p2_0245,distressed,train,claude,1,1.0000
245,p2_0246,frustrated,train,claude,1,0.9746
246,p2_0247,neutral,train,claude,1,0.0072
247,p2_0248,distressed,train,claude,0,1.0000
248,p2_0249,frustrated,train,claude,1,1.0000
249,p2_0250,neutral,train,claude,1,0.0126
250,p2_0251,distressed,train,claude,1,1.0000
251,p2_0252,frustrated,train,claude,1,1.0000
252,p2_0253,neutral,train,claude,1,0.0060
253,p2_0254,distressed,train,claude,0,0.9998
254,p2_0255,frustrated,train,claude,1,1.0000
255,p2_0256,neutral,train,claude,1,0.0060
256,p2_0257,distressed,train,claude,1,0.9919
257,p2_0258,frustrated,train,claude,1,0.9997
258,p2_0259,neutral,train,claude,1,0.0053
259,p2_0260,distressed,train,claude,1,1.0000
260,p2_0261,frustrated,train,claude,1,1.0000
261,p2_0262,neutral,train,claude,1,0.0149
262,p2_0263,distressed,train,claude,1,1.0000
263,p2_0264,frustrated,train,claude,1,0.9999
264,p2_0265,neutral,train,claude,1,0.0009
265,p2_0266,distressed,train,claude,1,0.9996
266,p2_0267,frustrated,train,claude,1,0.9442
267,p2_0268,neutral,train,claude,1,0.0037
268,p2_0269,distressed,train,claude,1,0.9996
269,p2_0270,frustrated,train,claude,1,0.9999
270,p2_0271,neutral,train,claude,1,0.0246
271,p2_0272,distressed,train,claude,1,0.9747
272,p2_0273,frustrated,train,claude,1,0.9988
273,p2_0274,neutral,train,claude,1,0.0078
274,p2_0275,distressed,train,claude,0,1.0000
275,p2_0276,frustrated,train,claude,1,0.9999
276,p2_0277,neutral,val,claude,1,0.0024
277,p2_0278,distressed,val,claude,1,0.9772
278,p2_0279,frustrated,val,claude,1,0.9878
279,p2_0280,neutral,val,claude,1,0.0042
280,p2_0281,distressed,val,claude,1,1.0000
281,p2_0282,frustrated,val,claude,1,0.8784
282,p2_0283,neutral,train,claude,1,0.0571
283,p2_0284,distressed,train,claude,1,0.9999
284,p2_0285,frustrated,train,claude,0,0.9814
285,p2_0286,neutral,train,claude,1,0.0226
286,p2_0287,distressed,train,claude,0,0.9523
287,p2_0288,frustrated,train,claude,1,0.9998
288,p2_0289,neutral,train,claude,1,0.0038
289,p2_0290,distressed,train,claude,0,1.0000
290,p2_0291,frustrated,train,claude,1,0.9799
291,p2_0292,neutral,val,claude,1,0.0091
292,p2_0293,distressed,val,claude,1,1.0000
293,p2_0294,frustrated,val,claude,1,0.9981
294,p2_0295,neutral,val,claude,1,0.0018
295,p2_0296,distressed,val,claude,0,0.9962
296,p2_0297,frustrated,val,claude,1,0.9999
297,p2_0298,neutral,train,claude,1,0.0003
298,p2_0299,distressed,train,claude,1,0.9999
299,p2_0300,frustrated,train,claude,1,0.9855
300,p2_0301,neutral,train,claude,1,0.0006
301,p2_0302,distressed,train,claude,0,0.9971
302,p2_0303,frustrated,train,claude,1,0.9925
303,p2_0304,neutral,train,claude,1,0.0004
304,p2_0305,distressed,train,claude,1,0.9866
305,p2_0306,frustrated,train,claude,1,0.9990
306,p2_0307,neutral,train,claude,1,0.0001
307,p2_0308,distressed,train,claude,1,1.0000
308,p2_0309,frustrated,train,claude,1,0.9994
309,p2_0310,neutral,train,claude,1,0.0007
310,p2_0311,distressed,train,claude,1,0.9993
311,p2_0312,frustrated,train,claude,1,0.9966
312,p2_0313,neutral,val,claude,1,0.0001
313,p2_0314,distressed,val,claude,1,0.9999
314,p2_0315,frustrated,val,claude,1,0.9844
315,p2_0316,neutral,train,claude,1,0.0052
316,p2_0317,distressed,train,claude,0,0.9649
317,p2_0318,frustrated,train,claude,1,1.0000
318,p2_0319,neutral,train,claude,1,0.0624
319,p2_0320,distressed,train,claude,0,0.9822
320,p2_0321,frustrated,train,claude,0,0.3242
321,p2_0322,neutral,train,claude,1,0.0014
322,p2_0323,distressed,train,claude,0,0.9982
323,p2_0324,frustrated,train,claude,1,0.9790
324,p2_0325,neutral,train,claude,1,0.0165
325,p2_0326,distressed,train,claude,1,0.9997
326,p2_0327,frustrated,train,claude,1,0.9992
327,p2_0328,neutral,val,claude,1,0.0003
328,p2_0329,distressed,val,claude,1,1.0000
329,p2_0330,frustrated,val,claude,1,0.9998
330,p2_0331,neutral,val,claude,1,0.0001
331,p2_0332,distressed,val,claude,1,1.0000
332,p2_0333,frustrated,val,claude,1,0.2754
333,p2_0334,neutral,train,claude,1,0.0002
334,p2_0335,distressed,train,claude,1,0.9997
335,p2_0336,frustrated,train,claude,1,0.9966
336,p2_0337,neutral,train,claude,1,0.0002
337,p2_0338,distressed,train,claude,1,0.9987
338,p2_0339,frustrated,train,claude,1,0.9893
339,p2_0340,neutral,train,claude,1,0.0019
340,p2_0341,distressed,train,claude,1,1.0000
341,p2_0342,frustrated,train,claude,1,0.9929
342,p2_0343,neutral,val,claude,1,0.0019
343,p2_0344,distressed,val,claude,1,1.0000
344,p2_0345,frustrated,val,claude,1,0.9918
345,p2_0346,neutral,val,claude,1,0.0023
346,p2_0347,distressed,val,claude,1,0.9983
347,p2_0348,frustrated,val,claude,1,0.9935
348,p2_0349,neutral,train,claude,1,0.0021
349,p2_0350,distressed,train,claude,1,1.0000
350,p2_0351,frustrated,train,claude,1,0.9891
351,p2_0352,neutral,train,claude,1,0.0003
352,p2_0353,distressed,train,claude,1,0.9993
353,p2_0354,frustrated,train,claude,1,0.9999
354,p2_0355,neutral,train,claude,1,0.0091
355,p2_0356,distressed,train,claude,0,0.9914
356,p2_0357,frustrated,train,claude,1,0.9842
357,p2_0358,neutral,train,claude,1,0.0189
358,p2_0359,distressed,train,claude,1,0.9968
359,p2_0360,frustrated,train,claude,1,0.9999
360,p2_0361,neutral,train,claude,1,0.0269
361,p2_0362,distressed,train,claude,1,0.9997
362,p2_0363,frustrated,train,claude,0,0.3519
363,p2_0364,neutral,train,claude,1,0.0036
364,p2_0365,distressed,train,claude,0,0.9911
365,p2_0366,frustrated,train,claude,1,0.9986
366,p2_0367,neutral,train,claude,1,0.0287
367,p2_0368,distressed,train,claude,1,0.9942
368,p2_0369,frustrated,train,claude,1,0.9487
369,p2_0370,neutral,train,claude,1,0.0091
370,p2_0371,distressed,train,claude,1,0.9965
371,p2_0372,frustrated,train,claude,1,0.9997
372,p2_0373,neutral,train,claude,1,0.0027
373,p2_0374,distressed,train,claude,0,1.0000
374,p2_0375,frustrated,train,claude,1,0.9998
375,p2_0376,neutral,val,claude,1,0.1189
376,p2_0377,distressed,val,claude,1,0.9768
377,p2_0378,frustrated,val,claude,1,0.9949
378,p2_0379,neutral,train,claude,1,0.1905
379,p2_0380,distressed,train,claude,0,0.9546
380,p2_0381,frustrated,train,claude,1,0.7442
381,p2_0382,neutral,train,claude,1,0.0091
382,p2_0383,distressed,train,claude,1,0.9808
383,p2_0384,frustrated,train,claude,1,0.9985
384,p2_0385,neutral,train,claude,1,0.0031
385,p2_0386,distressed,train,claude,1,0.9998
386,p2_0387,frustrated,train,claude,1,0.9604
387,p2_0388,neutral,train,claude,1,0.0113
388,p2_0389,distressed,train,claude,1,0.9999
389,p2_0390,frustrated,train,claude,1,0.8597
390,p2_0391,neutral,train,claude,1,0.0238
391,p2_0392,distressed,train,claude,1,0.9741
392,p2_0393,frustrated,train,claude,1,0.9282
393,p2_0394,neutral,train,claude,1,0.0009
394,p2_0395,distressed,train,claude,1,0.9918
395,p2_0396,frustrated,train,claude,1,0.8394
396,p2_0397,neutral,train,claude,1,0.0063
397,p2_0398,distressed,train,claude,1,0.9923
398,p2_0399,frustrated,train,claude,1,0.3855
399,p2_0400,neutral,train,claude,1,0.0180
400,p2_0401,distressed,train,claude,1,0.9517
401,p2_0402,frustrated,train,claude,1,0.6410
402,p2_0403,neutral,train,claude,1,0.0013
403,p2_0404,distressed,train,claude,1,1.0000
404,p2_0405,frustrated,train,claude,1,0.9995
405,p2_0406,neutral,val,claude,1,0.0008
406,p2_0407,distressed,val,claude,1,0.9978
407,p2_0408,frustrated,val,claude,1,0.8781
408,p2_0409,neutral,train,claude,1,0.0464
409,p2_0410,distressed,train,claude,1,0.9914
410,p2_0411,frustrated,train,claude,1,0.2296
411,p2_0412,neutral,train,claude,1,0.0361
412,p2_0413,distressed,train,claude,0,0.9748
413,p2_0414,frustrated,train,claude,1,0.9990
414,p2_0415,neutral,val,claude,1,0.0815
415,p2_0416,distressed,val,claude,1,0.5262
416,p2_0417,frustrated,val,claude,1,0.8012
417,p2_0418,neutral,train,claude,1,0.0025
418,p2_0419,distressed,train,claude,0,0.9892
419,p2_0420,frustrated,train,claude,0,0.5885
420,p2_0421,neutral,train,claude,1,0.0344
421,p2_0422,distressed,train,claude,0,0.9812
422,p2_0423,frustrated,train,claude,1,0.9929
423,p2_0424,neutral,train,claude,1,0.1166
424,p2_0425,distressed,train,claude,1,0.9307
425,p2_0426,frustrated,train,claude,1,0.8789
426,p2_0427,neutral,val,claude,1,0.1229
427,p2_0428,distressed,val,claude,0,0.9703
428,p2_0429,frustrated,val,claude,1,0.9889
429,p2_0430,neutral,train,claude,1,0.0021
430,p2_0431,distressed,train,claude,0,0.9984
431,p2_0432,frustrated,train,claude,1,0.9996
432,p2_0433,neutral,train,claude,1,0.0080
433,p2_0434,distressed,train,claude,1,0.9754
434,p2_0435,frustrated,train,claude,1,0.3861
435,p2_0436,neutral,train,claude,1,0.0014
436,p2_0437,distressed,train,claude,1,0.9966
437,p2_0438,frustrated,train,claude,1,0.1538
438,p2_0439,neutral,val,claude,1,0.0214
439,p2_0440,distressed,val,claude,1,0.9894
440,p2_0441,frustrated,val,claude,1,0.8889
441,p2_0442,neutral,train,claude,1,0.0039
442,p2_0443,distressed,train,claude,1,0.9815
443,p2_0444,frustrated,train,claude,1,0.9905
444,p2_0445,neutral,train,claude,1,0.0147
445,p2_0446,distressed,train,claude,0,0.9606
446,p2_0447,frustrated,train,claude,0,0.9751
447,p2_0448,neutral,train,claude,1,0.0158
448,p2_0449,distressed,train,claude,1,0.9535
449,p2_0450,frustrated,train,claude,1,0.9566
450,p2_0451,neutral,implied,claude,1,0.0594
451,p2_0452,implied,implied,claude,0,0.9146
452,p2_0453,neutral,implied,claude,1,0.0065
453,p2_0454,implied,implied,claude,0,0.7412
454,p2_0455,neutral,implied,claude,1,0.0157
455,p2_0456,implied,implied,claude,0,0.4920
456,p2_0457,neutral,implied,claude,1,0.0190
457,p2_0458,implied,implied,claude,1,0.9541
458,p2_0459,neutral,implied,claude,1,0.1537
459,p2_0460,implied,implied,claude,0,0.9857
460,p2_0461,neutral,implied,claude,1,0.0039
461,p2_0462,implied,implied,claude,0,0.1965
462,p2_0463,neutral,implied,claude,1,0.0863
463,p2_0464,implied,implied,claude,0,0.9416
464,p2_0465,neutral,implied,claude,1,0.0019
465,p2_0466,implied,implied,claude,0,0.8424
466,p2_0467,neutral,implied,claude,1,0.0059
467,p2_0468,implied,implied,claude,0,0.4346
468,p2_0469,neutral,implied,claude,1,0.0164
469,p2_0470,implied,implied,claude,0,0.9775
470,p2_0471,neutral,implied,claude,1,0.0049
471,p2_0472,implied,implied,claude,0,0.9342
472,p2_0473,neutral,implied,claude,1,0.0052
473,p2_0474,implied,implied,claude,0,0.7435
474,p2_0475,neutral,implied,claude,1,0.0061
475,p2_0476,implied,implied,claude,0,0.9694
476,p2_0477,neutral,implied,claude,1,0.0285
477,p2_0478,implied,implied,claude,0,0.9713
478,p2_0479,neutral,implied,claude,1,0.0068
479,p2_0480,implied,implied,claude,0,0.8026
480,p2_0481,neutral,implied,claude,1,0.0814
481,p2_0482,implied,implied,claude,0,0.9121
482,p2_0483,neutral,implied,claude,1,0.0505
483,p2_0484,implied,implied,claude,1,0.9896
484,p2_0485,neutral,implied,claude,1,0.0131
485,p2_0486,implied,implied,claude,0,0.5320
486,p2_0487,neutral,implied,claude,1,0.0243
487,p2_0488,implied,implied,claude,0,0.0158
488,p2_0489,neutral,implied,claude,1,0.0984
489,p2_0490,implied,implied,claude,0,0.8045
490,p2_0491,neutral,implied,claude,1,0.0113
491,p2_0492,implied,implied,claude,0,0.1328
492,p2_0493,neutral,implied,claude,1,0.0017
493,p2_0494,implied,implied,claude,0,0.9856
494,p2_0495,neutral,implied,claude,1,0.0024
495,p2_0496,implied,implied,claude,0,0.9180
496,p2_0497,neutral,implied,claude,1,0.0030
497,p2_0498,implied,implied,claude,0,0.9999
498,p2_0499,neutral,implied,claude,1,0.0015
499,p2_0500,implied,implied,claude,0,0.9999
500,p2_0501,neutral,implied,claude,1,0.0072
501,p2_0502,implied,implied,claude,0,0.9934
502,p2_0503,neutral,implied,claude,1,0.0124
503,p2_0504,implied,implied,claude,0,0.9891
504,p2_0505,neutral,implied,claude,1,0.0044
505,p2_0506,implied,implied,claude,0,0.9999
506,p2_0507,neutral,implied,claude,1,0.0020
507,p2_0508,implied,implied,claude,0,0.9923
508,p2_0509,neutral,implied,claude,1,0.0049
509,p2_0510,implied,implied,claude,0,0.9999
510,p2_0511,neutral,implied,claude,1,0.0004
511,p2_0512,implied,implied,claude,1,0.9531
512,p2_0513,neutral,implied,claude,1,0.0006
513,p2_0514,implied,implied,claude,0,0.9267
514,p2_0515,neutral,implied,claude,1,0.0083
515,p2_0516,implied,implied,claude,0,0.9561
516,p2_0517,neutral,implied,claude,1,0.0043
517,p2_0518,implied,implied,claude,1,0.9964
518,p2_0519,neutral,implied,claude,1,0.0394
519,p2_0520,implied,implied,claude,0,0.1140
520,p2_0521,neutral,implied,claude,1,0.5337
521,p2_0522,implied,implied,claude,0,0.7250
522,p2_0523,neutral,implied,claude,1,0.0022
523,p2_0524,implied,implied,claude,1,0.9748
524,p2_0525,neutral,implied,claude,1,0.0028
525,p2_0526,implied,implied,claude,1,0.9999
526,p2_0527,neutral,implied,claude,1,0.0280
527,p2_0528,implied,implied,claude,0,0.5204
528,p2_0529,neutral,implied,claude,1,0.0029
529,p2_0530,implied,implied,claude,0,0.8002
530,p2_0531,third_party,third_party,claude,1,0.9882
531,p2_0532,third_party,third_party,claude,1,0.9958
532,p2_0533,third_party,third_party,claude,1,0.9914
533,p2_0534,third_party,third_party,claude,1,0.1943
534,p2_0535,third_party,third_party,claude,0,0.9774
535,p2_0536,third_party,third_party,claude,1,0.9561
536,p2_0537,third_party,third_party,claude,1,0.9453
537,p2_0538,third_party,third_party,claude,1,0.9971
538,p2_0539,third_party,third_party,claude,1,0.9949
539,p2_0540,third_party,third_party,claude,1,0.9744
540,p2_0541,third_party,third_party,claude,1,0.9562
541,p2_0542,third_party,third_party,claude,1,0.9674
542,p2_0543,third_party,third_party,claude,1,0.9858
543,p2_0544,third_party,third_party,claude,1,0.9853
544,p2_0545,third_party,third_party,claude,1,0.8877
545,p2_0546,third_party,third_party,claude,1,1.0000
546,p2_0547,third_party,third_party,claude,1,0.9976
547,p2_0548,third_party,third_party,claude,1,1.0000
548,p2_0549,third_party,third_party,claude,1,1.0000
549,p2_0550,third_party,third_party,claude,1,1.0000
550,p2_0551,third_party,third_party,claude,1,0.9249
551,p2_0552,third_party,third_party,claude,1,0.9329
552,p2_0553,third_party,third_party,claude,1,0.0947
553,p2_0554,third_party,third_party,claude,1,0.9242
554,p2_0555,third_party,third_party,claude,1,0.9335
555,p2_0556,third_party,third_party,claude,1,0.9860
556,p2_0557,third_party,third_party,claude,1,0.8424
557,p2_0558,third_party,third_party,claude,1,0.8265
558,p2_0559,third_party,third_party,claude,1,0.9737
559,p2_0560,third_party,third_party,claude,1,0.8234
560,p2_0561,third_party,third_party,claude,1,0.9978
561,p2_0562,third_party,third_party,claude,1,0.9973
562,p2_0563,third_party,third_party,claude,1,0.9865
563,p2_0564,third_party,third_party,claude,1,0.4279
564,p2_0565,third_party,third_party,claude,1,0.9969
565,p2_0566,third_party,third_party,claude,1,0.9993
566,p2_0567,third_party,third_party,claude,1,0.9817
567,p2_0568,third_party,third_party,claude,1,0.9822
568,p2_0569,third_party,third_party,claude,1,0.9990
569,p2_0570,third_party,third_party,claude,1,0.7560
